Date,Team1,Score1,Team2,Score2,Total_Score,Odd_Even
2018-07-25,KT,3,넥센,7,10,E
2018-07-25,삼성,1,LG,0,1,O
2018-07-26,삼성,5,LG,7,12,E
2018-07-26,KT,7,넥센,4,11,O
2018-07-26,두산,3,SK,8,11,O
2018-07-26,KIA,3,한화,6,9,O
2018-07-26,NC,1,롯데,13,14,E
2018-07-27,SK,0,NC,1,1,O
2018-07-27,KIA,10,삼성,11,21,O
2018-07-27,LG,7,KT,9,16,E
2018-07-27,롯데,9,넥센,2,11,O
2018-07-27,한화,16,두산,7,23,O
2018-07-28,SK,7,NC,3,10,E
2018-07-28,KIA,2,삼성,3,5,O
2018-07-28,LG,10,KT,11,21,O
2018-07-28,롯데,11,넥센,7,18,E
2018-07-28,한화,6,두산,13,19,O
2018-07-29,SK,3,NC,4,7,O
2018-07-29,KIA,1,삼성,13,14,E
2018-07-29,LG,7,KT,4,11,O
2018-07-29,롯데,4,넥센,3,7,O
2018-07-29,한화,1,두산,3,4,E
2018-07-31,LG,2,두산,6,8,E
2018-07-31,넥센,3,SK,1,4,E
2018-07-31,KT,5,한화,4,9,O
2018-07-31,NC,4,삼성,4,8,E
2018-07-31,롯데,1,KIA,4,5,O
2018-08-01,LG,8,두산,14,22,E
2018-08-01,넥센,8,SK,14,22,E
2018-08-01,KT,3,한화,4,7,O
2018-08-01,NC,9,삼성,5,14,E
2018-08-01,롯데,1,KIA,8,9,O
2018-08-02,롯데,9,KIA,6,15,O
2018-08-02,NC,2,삼성,3,5,O
2018-08-02,KT,3,한화,5,8,E
2018-08-02,넥센,4,SK,3,7,O
2018-08-02,LG,5,두산,6,11,O
2018-08-04,SK,9,LG,2,11,O
2018-08-04,넥센,3,KT,1,4,E
2018-08-04,NC,7,한화,5,12,E
2018-08-04,두산,5,KIA,13,18,E
2018-08-04,삼성,4,롯데,5,9,O
2018-08-05,삼성,8,롯데,2,10,E
2018-08-05,두산,3,KIA,6,9,O
2018-08-05,NC,10,한화,8,18,E
2018-08-05,넥센,20,KT,2,22,E
2018-08-05,SK,12,LG,3,15,O
2018-08-07,한화,4,두산,6,10,E
2018-08-07,KIA,1,넥센,9,10,E
2018-08-07,삼성,10,SK,8,18,E
2018-08-07,LG,3,롯데,4,7,O
2018-08-07,KT,12,NC,10,22,E
2018-08-08,KT,3,NC,7,10,E
2018-08-08,LG,1,롯데,2,3,O
2018-08-08,삼성,0,SK,12,12,E
2018-08-08,KIA,6,넥센,7,13,O
2018-08-08,한화,8,두산,2,10,E
2018-08-09,SK,3,NC,6,9,O
2018-08-09,롯데,11,KIA,4,15,O
2018-08-09,넥센,16,한화,5,21,O
2018-08-09,두산,4,KT,2,6,E
2018-08-09,삼성,9,LG,6,15,O
2018-08-10,삼성,10,LG,12,22,E
2018-08-10,두산,1,KT,7,8,E
2018-08-10,넥센,9,한화,4,13,O
2018-08-10,SK,12,NC,8,20,E
2018-08-11,NC,7,삼성,1,8,E
2018-08-11,KT,3,한화,5,8,E
2018-08-11,KIA,18,SK,4,22,E
2018-08-11,LG,8,넥센,13,21,O
2018-08-11,롯데,2,두산,5,7,O
2018-08-12,NC,2,삼성,9,11,O
2018-08-12,KT,4,한화,5,9,O
2018-08-12,KIA,21,SK,8,29,O
2018-08-12,LG,3,넥센,11,14,E
2018-08-12,롯데,12,두산,11,23,O
2018-08-14,SK,3,두산,6,9,O
2018-08-14,NC,0,KT,10,10,E
2018-08-14,넥센,11,삼성,10,21,O
2018-08-14,LG,8,KIA,14,22,E
2018-08-14,한화,4,롯데,9,13,O
2018-08-15,LG,13,KIA,4,17,O
2018-08-15,넥센,3,삼성,2,5,O
2018-08-15,NC,13,KT,9,22,E
2018-08-15,SK,12,두산,2,14,E
2018-08-16,넥센,2,두산,8,10,E
2018-08-16,LG,14,SK,3,17,O
2018-08-16,한화,2,삼성,5,7,O
2018-08-16,KIA,6,롯데,8,14,E
2018-08-16,NC,3,KT,5,8,E
2018-09-04,KIA,10,두산,5,15,O
2018-09-04,넥센,7,SK,3,10,E
2018-09-04,LG,3,KT,4,7,O
2018-09-04,롯데,4,한화,6,10,E
2018-09-04,삼성,5,NC,3,8,E
2018-09-05,삼성,5,NC,3,8,E
2018-09-05,롯데,5,한화,11,16,E
2018-09-05,LG,4,KT,3,7,O
2018-09-05,넥센,11,SK,12,23,O
2018-09-05,KIA,1,두산,14,15,O
2018-09-06,NC,3,LG,6,9,O
2018-09-06,한화,9,KT,2,11,O
2018-09-06,두산,6,삼성,2,8,E
2018-09-06,넥센,2,KIA,7,9,O
2018-09-06,SK,0,롯데,10,10,E
2018-09-07,SK,3,롯데,0,3,O
2018-09-07,넥센,5,KIA,7,12,E
2018-09-07,두산,7,삼성,2,9,O
2018-09-07,한화,4,KT,12,16,E
2018-09-07,NC,11,LG,1,12,E
2018-09-08,한화,1,LG,5,6,E
2018-09-08,KT,12,넥센,6,18,E
2018-09-08,두산,3,SK,0,3,O
2018-09-08,삼성,4,KIA,12,16,E
2018-09-08,롯데,1,NC,7,8,E
2018-09-09,롯데,3,NC,11,14,E
2018-09-09,삼성,6,KIA,5,11,O
2018-09-09,두산,2,SK,14,16,E
2018-09-09,KT,4,넥센,6,10,E
2018-09-09,한화,5,LG,8,13,O
2018-09-11,KIA,7,NC,10,17,O
2018-09-11,두산,17,롯데,4,21,O
2018-09-11,한화,8,삼성,7,15,O
2018-09-11,KT,3,SK,4,7,O
2018-09-11,넥센,3,LG,1,4,E
2018-09-12,넥센,4,LG,5,9,O
2018-09-12,KT,3,SK,8,11,O
2018-09-12,한화,7,삼성,3,10,E
2018-09-12,두산,13,롯데,9,22,E
2018-09-12,KIA,4,NC,5,9,O
2018-09-13,LG,6,삼성,5,11,O
2018-09-13,SK,2,한화,1,3,O
2018-09-13,KT,3,두산,10,13,O
2018-09-14,넥센,3,NC,7,10,E
2018-09-14,KIA,9,롯데,5,14,E
2018-09-14,LG,1,삼성,6,7,O
2018-09-14,SK,7,한화,5,12,E
2018-09-14,KT,2,두산,7,9,O
2018-09-15,NC,13,두산,7,20,E
2018-09-15,삼성,7,KT,5,12,E
2018-09-15,LG,12,한화,4,16,E
2018-09-15,SK,2,KIA,4,6,E
2018-09-15,넥센,6,롯데,5,11,O
2018-09-16,넥센,2,롯데,0,2,E
2018-09-16,SK,6,KIA,7,13,O
2018-09-16,LG,1,한화,5,6,E
2018-09-16,삼성,2,KT,4,6,E
2018-09-16,NC,1,두산,5,6,E
2018-09-18,한화,3,NC,10,13,O
2018-09-18,KIA,18,삼성,3,21,O
2018-09-18,SK,5,KT,9,14,E
2018-09-18,두산,7,넥센,10,17,O
2018-09-18,롯데,4,LG,1,5,O
2018-09-19,롯데,15,LG,11,26,E
2018-09-19,두산,4,넥센,5,9,O
2018-09-19,SK,18,KT,8,26,E
2018-09-19,KIA,8,삼성,9,17,O
2018-09-19,한화,7,NC,4,11,O
2018-09-20,KT,10,롯데,11,21,O
2018-09-20,NC,6,KIA,7,13,O
2018-09-20,한화,8,SK,2,10,E
2018-09-20,삼성,2,넥센,3,5,O
2018-09-20,두산,9,LG,3,12,E
2018-09-21,NC,4,KIA,6,10,E
2018-09-21,한화,4,SK,5,9,O
2018-09-21,삼성,10,넥센,3,13,O
2018-09-21,두산,10,LG,3,13,O
2018-09-22,KT,6,LG,1,7,O
2018-09-22,SK,2,넥센,8,10,E
2018-09-22,KIA,11,한화,5,16,E
2018-09-22,롯데,5,삼성,2,7,O
2018-09-22,두산,13,NC,10,23,O
2018-09-23,두산,3,NC,4,7,O
2018-09-23,롯데,2,삼성,5,7,O
2018-09-23,KIA,6,한화,8,14,E
2018-09-23,SK,0,넥센,4,4,E
2018-09-23,KT,4,LG,5,9,O
2018-09-25,LG,7,SK,16,23,O
2018-09-25,NC,7,롯데,8,15,O
2018-09-25,KIA,9,KT,7,16,E
2018-09-25,넥센,2,두산,13,15,O
2018-09-25,삼성,8,한화,1,9,O
2018-09-26,NC,7,롯데,10,17,O
2018-09-26,삼성,4,한화,8,12,E
2018-09-26,KIA,2,KT,9,11,O
2018-09-26,LG,2,SK,5,7,O
2018-09-26,넥센,8,두산,9,17,O
2018-09-27,KIA,1,LG,9,10,E
2018-09-27,롯데,8,넥센,6,14,E
2018-09-27,NC,4,SK,11,15,O
2018-09-27,두산,6,한화,9,15,O
2018-09-27,KT,6,삼성,7,13,O
2018-09-28,KT,5,삼성,5,10,E
2018-09-28,두산,4,한화,5,9,O
2018-09-28,NC,2,SK,6,8,E
2018-09-28,롯데,8,넥센,9,17,O
2018-09-28,KIA,6,LG,2,8,E
2018-09-29,한화,3,KIA,4,7,O
2018-09-29,SK,3,삼성,9,12,E
2018-09-29,롯데,8,KT,3,11,O
2018-09-29,NC,5,넥센,6,11,O
2018-09-29,LG,8,두산,9,17,O
2018-09-30,LG,1,두산,7,8,E
2018-09-30,NC,2,넥센,8,10,E
2018-09-30,롯데,8,KT,7,15,O
2018-09-30,SK,8,삼성,4,12,E
2018-09-30,한화,4,KIA,6,10,E
2018-10-02,KT,6,LG,10,16,E
2018-10-02,롯데,8,SK,6,14,E
2018-10-02,NC,6,KIA,5,11,O
2018-10-03,KT,4,LG,3,7,O
2018-10-03,롯데,6,한화,7,13,O
2018-10-03,KIA,5,삼성,20,25,O
2018-10-04,롯데,7,한화,2,9,O
2018-10-04,KIA,7,SK,3,10,E
2018-10-06,KIA,8,SK,4,12,E
2018-10-06,넥센,5,NC,6,11,O
2018-10-06,한화,5,롯데,8,13,O
2018-10-06,삼성,1,KT,6,7,O
2018-10-06,KIA,5,SK,7,12,E
2018-10-06,LG,3,두산,1,4,E
2018-10-07,KIA,4,두산,7,11,O
2018-10-07,롯데,8,NC,2,10,E
2018-10-09,삼성,8,SK,4,12,E
2018-10-09,한화,10,KT,6,16,E
2018-10-09,KIA,10,롯데,11,21,O
2018-10-10,KT,10,롯데,1,11,O
2018-10-10,한화,1,KIA,6,7,O
2018-10-10,KT,7,롯데,0,7,O
2018-10-10,SK,12,두산,5,17,O
2018-10-11,SK,3,두산,8,11,O
2018-10-11,롯데,4,KIA,0,4,E
2018-10-12,NC,2,두산,13,15,O
2018-10-12,넥센,10,KT,5,15,O
2018-10-12,롯데,4,KIA,6,10,E
2018-10-13,롯데,5,KIA,1,6,E
2018-10-13,넥센,5,삼성,12,17,O
2018-10-13,NC,8,한화,10,18,E
2018-10-13,LG,3,SK,2,5,O
2018-10-13,KT,4,두산,3,7,O
2018-10-14,두산,5,롯데,1,6,E
2018-10-16,KIA,6,넥센,10,16,E
2018-10-19,넥센,3,한화,2,5,O
2018-10-20,넥센,7,한화,5,12,E
2018-10-23,한화,2,넥센,5,7,O
2018-10-27,넥센,8,SK,10,18,E
2018-10-28,넥센,1,SK,5,6,E
2018-10-30,SK,2,넥센,3,5,O
2018-10-31,SK,2,넥센,4,6,E
2018-11-02,넥센,10,SK,11,21,O
2018-11-04,SK,7,두산,3,10,E
2018-11-07,두산,2,SK,7,9,O
2018-11-09,두산,2,SK,1,3,O
2018-11-10,두산,1,SK,4,5,O
2019-03-23,한화,4,두산,5,9,O
2019-03-23,KT,4,SK,7,11,O
2019-03-23,LG,2,KIA,0,2,E
2019-03-23,키움,7,롯데,4,11,O
2019-03-23,삼성,0,NC,7,7,O
2019-03-24,삼성,4,NC,3,7,O
2019-03-24,키움,2,롯데,6,8,E
2019-03-24,LG,9,KIA,3,12,E
2019-03-24,KT,3,SK,6,9,O
2019-03-24,한화,11,두산,1,12,E
2019-03-26,KT,8,NC,9,17,O
2019-03-26,삼성,2,롯데,7,9,O
2019-03-26,한화,13,KIA,7,20,E
2019-03-26,LG,6,SK,3,9,O
2019-03-26,키움,2,두산,7,9,O
2019-03-27,키움,2,두산,3,5,O
2019-03-27,LG,1,SK,2,3,O
2019-03-27,한화,4,KIA,9,13,O
2019-03-27,삼성,23,롯데,4,27,O
2019-03-27,KT,1,NC,4,5,O
2019-03-28,KT,2,NC,6,8,E
2019-03-28,삼성,12,롯데,7,19,O
2019-03-28,한화,4,KIA,6,10,E
2019-03-28,LG,1,SK,3,4,E
2019-03-28,키움,5,두산,4,9,O
2019-03-29,롯데,1,LG,2,3,O
2019-03-29,SK,5,키움,2,7,O
2019-03-29,KIA,3,KT,6,9,O
2019-03-29,NC,0,한화,9,9,O
2019-03-29,두산,3,삼성,2,5,O
2019-03-30,두산,4,삼성,2,6,E
2019-03-30,NC,5,한화,13,18,E
2019-03-30,KIA,2,KT,6,8,E
2019-03-30,SK,1,키움,3,4,E
2019-03-30,롯데,7,LG,1,8,E
2019-03-31,롯데,5,LG,6,11,O
2019-03-31,SK,8,키움,7,15,O
2019-03-31,KIA,4,KT,2,6,E
2019-03-31,NC,6,한화,3,9,O
2019-03-31,두산,9,삼성,4,13,O
2019-04-02,KT,0,두산,9,9,O
2019-04-02,롯데,5,SK,0,5,O
2019-04-02,LG,2,한화,6,8,E
2019-04-02,KIA,4,삼성,1,5,O
2019-04-02,키움,8,NC,6,14,E
2019-04-03,키움,1,NC,9,10,E
2019-04-03,KIA,3,삼성,6,9,O
2019-04-03,LG,7,한화,0,7,O
2019-04-03,롯데,3,SK,1,4,E
2019-04-03,KT,1,두산,5,6,E
2019-04-04,KT,4,두산,5,9,O
2019-04-04,롯데,6,SK,7,13,O
2019-04-04,LG,1,한화,2,3,O
2019-04-04,KIA,7,삼성,12,19,O
2019-04-04,키움,6,NC,5,11,O
2019-04-05,한화,2,롯데,5,7,O
2019-04-05,키움,4,KIA,6,10,E
2019-04-05,LG,12,KT,0,12,E
2019-04-05,삼성,0,SK,3,3,O
2019-04-05,NC,7,두산,3,10,E
2019-04-06,NC,6,두산,5,11,O
2019-04-06,삼성,1,SK,2,3,O
2019-04-06,LG,1,KT,2,3,O
2019-04-06,키움,14,KIA,4,18,E
2019-04-06,한화,7,롯데,9,16,E
2019-04-07,한화,16,롯데,1,17,O
2019-04-07,LG,3,KT,4,7,O
2019-04-07,삼성,2,SK,3,5,O
2019-04-07,NC,5,두산,3,8,E
2019-04-09,KT,3,키움,7,10,E
2019-04-10,삼성,6,LG,5,11,O
2019-04-10,KT,2,키움,4,6,E
2019-04-10,SK,8,한화,3,11,O
2019-04-10,NC,1,KIA,2,3,O
2019-04-10,두산,3,롯데,1,4,E
2019-04-11,두산,5,롯데,1,6,E
2019-04-11,NC,4,KIA,2,6,E
2019-04-11,SK,1,한화,0,1,O
2019-04-11,KT,8,키움,1,9,O
2019-04-11,삼성,2,LG,5,7,O
2019-04-12,KT,0,삼성,5,5,O
2019-04-12,KIA,4,SK,4,8,E
2019-04-12,한화,3,키움,5,8,E
2019-04-12,두산,0,LG,3,3,O
2019-04-12,롯데,1,NC,2,3,O
2019-04-13,롯데,5,NC,7,12,E
2019-04-13,KT,5,삼성,3,8,E
2019-04-13,KIA,6,SK,4,10,E
2019-04-13,한화,3,키움,5,8,E
2019-04-13,두산,2,LG,5,7,O
2019-04-14,두산,8,LG,0,8,E
2019-04-14,한화,3,키움,2,5,O
2019-04-14,KIA,4,SK,2,6,E
2019-04-14,KT,12,삼성,14,26,E
2019-04-14,롯데,1,NC,8,9,O
2019-04-16,LG,7,NC,2,9,O
2019-04-16,KIA,9,롯데,10,19,O
2019-04-16,키움,4,삼성,0,4,E
2019-04-16,한화,2,KT,4,6,E
2019-04-16,SK,3,두산,8,11,O
2019-04-17,SK,3,두산,12,15,O
2019-04-17,한화,8,KT,5,13,O
2019-04-17,키움,5,삼성,3,8,E
2019-04-17,KIA,6,롯데,8,14,E
2019-04-17,LG,4,NC,2,6,E
2019-04-18,LG,6,NC,1,7,O
2019-04-18,KIA,9,롯데,10,19,O
2019-04-18,키움,4,삼성,5,9,O
2019-04-18,한화,5,KT,6,11,O
2019-04-18,SK,4,두산,3,7,O
2019-04-19,KT,6,롯데,5,11,O
2019-04-19,두산,8,KIA,6,14,E
2019-04-19,삼성,3,한화,4,7,O
2019-04-19,NC,14,SK,11,25,O
2019-04-19,키움,13,LG,3,16,E
2019-04-20,키움,7,LG,3,10,E
2019-04-20,NC,4,SK,10,14,E
2019-04-20,삼성,5,한화,12,17,O
2019-04-20,두산,10,KIA,1,11,O
2019-04-20,KT,4,롯데,5,9,O
2019-04-21,KT,6,롯데,3,9,O
2019-04-21,두산,9,KIA,2,11,O
2019-04-21,삼성,16,한화,0,16,E
2019-04-21,NC,1,SK,4,5,O
2019-04-21,키움,3,LG,5,8,E
2019-04-23,NC,4,KT,3,7,O
2019-04-23,두산,9,키움,3,12,E
2019-04-23,KIA,2,LG,9,11,O
2019-04-24,KIA,3,LG,10,13,O
